City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Custodia,BR,2023-01-22 17:27:23,-8.0875,-37.6431,93.97,26,32,4.63
294,Labuhan,ID,2023-01-22 17:27:23,-6.8844,112.2051,77.67,86,99,5.86
295,Gat,IL,2023-01-22 17:24:01,31.61,34.7642,64.4,100,0,3.74
296,Taraz,KZ,2023-01-22 17:27:24,42.9,71.3667,-1.79,84,40,8.95
297,Kudat,MY,2023-01-22 17:27:24,6.8837,116.8477,78.73,94,20,2.3
298,Ostrovnoy,RU,2023-01-22 17:27:25,68.0531,39.5131,25.0,87,92,20.18
299,Kifri,IQ,2023-01-22 17:27:25,34.6959,44.9661,55.18,41,1,4.61
300,Marystown,CA,2023-01-22 17:27:25,47.1666,-55.1483,29.86,75,21,14.58
301,Moose Factory,CA,2023-01-22 17:27:26,51.2585,-80.6094,23.0,80,100,4.61
302,Maine-Soroa,NE,2023-01-22 17:27:26,13.2114,12.0241,81.14,12,1,8.63
303,Oktyabrskiy,RU,2023-01-22 17:27:26,54.4815,53.471,10.71,91,100,6.13
304,Alofi,NU,2023-01-22 17:27:27,-19.0595,-169.9187,76.89,94,59,3.44
305,Valparaiso,CL,2023-01-22 17:25:51,-33.0393,-71.6273,69.01,85,20,13.8
306,Macamic,CA,2023-01-22 17:27:27,48.7502,-78.9996,24.53,92,97,7.78
307,Lorengau,PG,2023-01-22 17:27:28,-2.0226,147.2712,80.33,81,100,9.04
308,Katsuura,JP,2023-01-22 17:27:28,35.1333,140.3,44.47,80,100,15.12
309,Lubao,PH,2023-01-22 17:27:28,14.9167,120.55,77.07,86,53,6.08
310,Hirara,JP,2023-01-22 17:27:29,24.8,125.2833,70.21,83,97,9.35
311,Tommot,RU,2023-01-22 17:27:29,58.9564,126.2925,-28.43,92,100,9.28
312,Natal,BR,2023-01-22 17:23:30,-5.795,-35.2094,88.45,70,40,13.8
313,Kibala,TD,2023-01-22 17:27:29,9.1104,18.3463,89.55,22,0,3.44
314,Torit,SS,2023-01-22 17:27:30,4.4133,32.5678,87.53,22,99,3.09
315,Talpa,MX,2023-01-22 17:27:30,28.8257,-111.6257,59.56,41,0,5.01
316,Kansanshi,ZM,2023-01-22 17:27:30,-12.0951,26.4273,62.35,96,94,5.59
317,Grindavik,IS,2023-01-22 17:28:31,63.8424,-22.4338,34.27,55,75,47.18
318,Nuuk,GL,2023-01-22 17:28:31,64.1835,-51.7216,27.28,94,100,34.36
319,Rio Grande,BR,2023-01-22 17:28:31,-32.035,-52.0986,96.91,49,0,11.97
320,Lat Yao,TH,2023-01-22 17:28:32,15.751,99.7893,74.34,36,28,4.85
321,Novopskov,UA,2023-01-22 17:28:32,49.5464,39.0899,29.28,76,100,11.88
322,Mangan,IN,2023-01-22 17:28:32,27.5167,88.5333,53.26,59,17,4.76
323,Eyl,SO,2023-01-22 17:28:33,7.9803,49.8164,75.33,73,91,21.3
324,Batsfjord,NO,2023-01-22 17:28:33,70.6345,29.7185,37.33,80,20,28.77
325,Srikakulam,IN,2023-01-22 17:28:34,18.3,83.9,69.96,74,36,2.17
326,Da Nang,VN,2023-01-22 17:28:34,16.0678,108.2208,73.38,88,75,2.3
327,Ponta Delgada,PT,2023-01-22 17:28:34,37.7333,-25.6667,57.92,94,75,5.75
328,Shelburne,CA,2023-01-22 17:28:35,44.0787,-80.2041,28.9,93,100,6.13
329,Usinsk,RU,2023-01-22 17:28:35,65.9939,57.5281,20.21,96,100,9.42
330,Payson,US,2023-01-22 17:28:35,40.0444,-111.7321,25.29,86,100,8.05
331,Mar Del Plata,AR,2023-01-22 17:25:07,-38.0023,-57.5575,84.83,58,20,18.99
332,Riyadh,SA,2023-01-22 17:28:36,24.6877,46.7219,62.74,39,25,8.43
333,Shimoda,JP,2023-01-22 17:28:36,34.6667,138.95,42.1,70,100,8.39
334,The Valley,AI,2023-01-22 17:28:36,18.217,-63.0578,82.26,61,20,17.27
335,Verkhnevilyuysk,RU,2023-01-22 17:28:37,63.4453,120.3167,-25.62,93,100,6.38
336,Chateaubelair,VC,2023-01-22 17:28:37,13.2833,-61.25,81.12,74,75,18.41
337,Berezovka,BY,2023-01-22 17:28:37,53.7214,25.4993,26.38,91,14,7.4
338,Bombarral,PT,2023-01-22 17:28:38,39.2672,-9.158,56.16,64,27,4.07
339,Brasileia,BR,2023-01-22 17:28:38,-11.0161,-68.7481,90.05,62,75,11.5
340,General Cepeda,MX,2023-01-22 17:28:38,25.3833,-101.45,57.61,39,34,4.0
341,Bambous Virieux,MU,2023-01-22 17:28:39,-20.3428,57.7575,79.21,83,75,3.44
342,Clyde River,CA,2023-01-22 17:28:39,70.4692,-68.5914,-27.17,68,100,25.32
343,Warri,NG,2023-01-22 17:28:39,5.5167,5.75,88.32,52,80,11.43
344,Joppatowne,US,2023-01-22 17:28:40,39.4579,-76.3552,41.86,79,100,8.05
345,Ahipara,NZ,2023-01-22 17:28:40,-35.1667,173.1667,62.26,93,18,5.91
346,Cururupu,BR,2023-01-22 17:28:40,-1.8283,-44.8683,86.92,59,37,7.4
347,Rio Gallegos,AR,2023-01-22 17:28:41,-51.6226,-69.2181,64.45,20,40,10.36
348,Husavik,IS,2023-01-22 17:28:41,66.0449,-17.3389,24.96,79,40,32.23
349,Santander,ES,2023-01-22 17:28:41,43.4647,-3.8044,48.58,58,40,3.0
350,Pozo Colorado,PY,2023-01-22 17:28:42,-23.4923,-58.7972,100.74,29,96,4.41
351,Livingston,GB,2023-01-22 17:28:42,55.9029,-3.5226,43.16,84,40,10.36
352,Kasongo-Lunda,CD,2023-01-22 17:28:42,-6.4667,16.8167,76.78,77,93,3.24
353,Tete,MZ,2023-01-22 17:28:43,-16.1564,33.5867,73.49,100,75,3.44
354,Road Town,VG,2023-01-22 17:28:43,18.4167,-64.6167,82.44,65,40,10.36
355,San Rafael,AR,2023-01-22 17:26:43,-34.6177,-68.3301,85.41,21,5,7.54
356,Port Hardy,CA,2023-01-22 17:28:43,50.6996,-127.4199,37.58,93,75,3.44
357,Aloleng,PH,2023-01-22 17:28:44,16.1307,119.7824,77.68,74,83,8.39
358,Kiruna,SE,2023-01-22 17:28:44,67.8557,20.2251,23.92,86,0,11.5
359,Brigantine,US,2023-01-22 17:28:30,39.4101,-74.3646,42.15,73,40,5.75
360,Belyy Yar,RU,2023-01-22 17:28:44,53.6039,91.3903,-29.31,75,49,0.0
361,Ust-Karsk,RU,2023-01-22 17:28:45,52.7011,118.8077,-27.45,99,99,2.46
362,Koungou,YT,2023-01-22 17:28:45,-12.7336,45.2042,83.91,74,75,14.97
363,Bara,NG,2023-01-22 17:29:43,10.3744,10.7288,85.32,13,65,7.67
364,Mezen,RU,2023-01-22 17:29:46,65.8522,44.24,24.84,93,99,10.27
365,Nouadhibou,MR,2023-01-22 17:29:46,20.931,-17.0347,71.58,60,0,14.97
366,La Ronge,CA,2023-01-22 17:29:46,55.1001,-105.2842,32.25,93,75,9.22
367,Columbia,US,2023-01-22 17:28:17,34.0007,-81.0348,47.16,97,100,8.05
368,Slave Lake,CA,2023-01-22 17:29:47,55.2834,-114.769,33.78,80,100,25.32
369,Deputatskiy,RU,2023-01-22 17:29:47,69.3,139.9,-39.21,98,84,5.14
370,Karatau,KZ,2023-01-22 17:29:47,43.1667,70.4667,7.86,96,78,4.43
371,Sechura,PE,2023-01-22 17:29:48,-5.5569,-80.8222,80.78,54,62,7.63
372,Hokitika,NZ,2023-01-22 17:29:48,-42.7167,170.9667,54.18,76,0,3.89
373,Port-Gentil,GA,2023-01-22 17:29:48,-0.7193,8.7815,82.36,83,40,5.75
374,Hamilton,US,2023-01-22 17:29:49,39.1834,-84.5333,35.62,92,100,0.0
375,Luganville,VU,2023-01-22 17:29:49,-15.5333,167.1667,78.21,84,100,1.32
376,Naze,JP,2023-01-22 17:29:49,28.3667,129.4833,65.32,85,73,19.15
377,Bathsheba,BB,2023-01-22 17:29:49,13.2167,-59.5167,81.21,83,75,16.11
378,Isangel,VU,2023-01-22 17:29:50,-19.55,169.2667,79.7,83,100,4.81
379,Baghdad,IQ,2023-01-22 17:25:04,33.3406,44.4009,53.51,71,0,3.44
380,Qeshm,IR,2023-01-22 17:29:50,26.9581,56.2719,64.29,39,3,15.66
381,Almeria,ES,2023-01-22 17:29:51,37.1667,-2.3333,43.77,42,0,3.02
382,Maceio,BR,2023-01-22 17:29:03,-9.6658,-35.7353,89.04,58,40,14.97
383,Katobu,ID,2023-01-22 17:29:51,-4.9408,122.5276,75.0,93,100,1.19
384,Sinnamary,GF,2023-01-22 17:29:51,5.3833,-52.95,80.73,75,86,14.61
385,Pokhara,NP,2023-01-22 17:29:52,28.2333,83.9833,54.95,23,0,7.27
386,Garowe,SO,2023-01-22 17:29:52,8.4054,48.4845,76.84,41,34,19.19
387,Tonj,SS,2023-01-22 17:29:52,7.2737,28.6822,86.7,16,71,3.4
388,Sao Joao Da Barra,BR,2023-01-22 17:29:53,-21.6403,-41.0511,89.69,69,36,3.29
389,Manakara,MG,2023-01-22 17:29:53,-22.1333,48.0167,74.75,95,100,22.17
390,Sitka,US,2023-01-22 17:29:54,57.0531,-135.33,39.09,75,100,9.22
391,College,US,2023-01-22 17:29:18,64.8569,-147.8028,-20.22,69,100,0.0
392,Narasannapeta,IN,2023-01-22 17:29:54,18.4167,84.05,69.58,75,28,2.35
393,Hannibal,US,2023-01-22 17:25:36,39.7084,-91.3585,34.75,93,100,3.44
394,Chalus,IR,2023-01-22 17:29:54,36.655,51.4204,44.06,81,75,0.0
395,Srednekolymsk,RU,2023-01-22 17:29:55,67.45,153.6833,-40.41,100,100,3.49
396,Comodoro Rivadavia,AR,2023-01-22 17:29:55,-45.8667,-67.5,64.26,55,0,12.66
397,Chimbote,PE,2023-01-22 17:29:55,-9.0853,-78.5783,76.3,66,64,8.9
398,Pluderhausen,DE,2023-01-22 17:29:56,48.7988,9.5959,35.37,93,100,2.21
399,Bela Palanka,RS,2023-01-22 17:29:56,43.2183,22.3111,43.48,85,12,4.27
400,Sohag,EG,2023-01-22 17:29:56,26.557,31.6948,62.31,32,43,9.78
401,Leshukonskoye,RU,2023-01-22 17:29:57,64.8989,45.7622,17.13,95,100,7.23
402,Rawson,AR,2023-01-22 17:29:57,-43.3002,-65.1023,65.88,66,37,20.89
403,Zhuhai,CN,2023-01-22 17:29:57,22.2769,113.5678,67.86,100,20,4.61
404,Iroquois Falls,CA,2023-01-22 17:29:58,48.7669,-80.6831,26.89,90,99,8.03
405,Manzhouli,CN,2023-01-22 17:29:58,49.6,117.4333,-32.89,97,43,7.23
406,Puerto Del Rosario,ES,2023-01-22 17:29:58,28.5004,-13.8627,67.75,73,40,21.85
407,Ewa Beach,US,2023-01-22 17:29:59,21.3156,-158.0072,70.41,86,0,4.61
408,Leningradskiy,RU,2023-01-22 17:29:59,69.3833,178.4167,-35.5,90,20,4.0
409,Dandong,CN,2023-01-22 17:27:00,40.1292,124.3947,15.6,84,24,6.44
410,Arshan,RU,2023-01-22 17:31:00,46.2732,44.22,28.78,64,11,15.66
411,Bethel,US,2023-01-22 17:31:00,41.3712,-73.414,40.77,64,100,6.91
412,Soanierana Ivongo,MG,2023-01-22 17:31:00,-16.9167,49.5833,73.94,87,100,8.16
413,San Carlos De Bariloche,AR,2023-01-22 17:31:01,-41.1456,-71.3082,73.15,28,20,20.71
414,Viedma,AR,2023-01-22 17:31:01,-40.8135,-62.9967,81.12,32,0,16.98
415,Denizli,TR,2023-01-22 17:31:02,37.8402,29.0698,50.34,64,38,0.98
416,Mathbaria,BD,2023-01-22 17:31:02,22.2876,89.9593,65.82,42,3,3.76
417,Ambunti,PG,2023-01-22 17:31:03,-4.2365,142.8448,72.97,99,100,0.6
418,Mancio Lima,BR,2023-01-22 17:31:03,-7.6142,-72.8958,84.27,74,75,6.91
419,Levin,NZ,2023-01-22 17:31:04,-40.6333,175.275,54.68,89,23,3.27
420,Vitim,RU,2023-01-22 17:31:04,59.4511,112.5578,-32.35,94,100,7.63
421,Lubango,AO,2023-01-22 17:31:04,-14.9172,13.4925,59.56,97,100,3.51
422,Dubna,RU,2023-01-22 17:31:05,56.7333,37.1667,28.27,94,100,4.32
423,Chumikan,RU,2023-01-22 17:31:06,54.7183,135.315,-26.57,84,79,17.85
424,Sal Rei,CV,2023-01-22 17:31:06,16.1833,-22.9167,75.4,53,40,17.27
425,Ayan,RU,2023-01-22 17:31:07,56.45,138.1667,-24.57,70,99,14.29
426,Maningrida,AU,2023-01-22 17:31:07,-12.0667,134.2667,77.5,88,100,13.85
427,Senanga,ZM,2023-01-22 17:31:08,-16.1167,23.2667,66.22,96,100,4.79
428,Salalah,OM,2023-01-22 17:31:08,17.0151,54.0924,75.29,60,75,6.91
429,Gouyave,GD,2023-01-22 17:31:08,12.1646,-61.7296,83.17,65,40,24.16
430,Pyapon,MM,2023-01-22 17:31:09,16.2833,95.6833,68.5,49,97,7.27
431,Minab,IR,2023-01-22 17:31:09,27.1467,57.0801,61.21,30,1,13.8
432,Vao,NC,2023-01-22 17:31:09,-22.6667,167.4833,78.46,85,100,22.59
433,Aksarka,RU,2023-01-22 17:31:10,66.5606,67.7975,3.2,91,86,4.63
434,Mercedes,AR,2023-01-22 17:31:10,-34.6515,-59.4307,93.94,23,0,9.93
435,Suez,EG,2023-01-22 17:31:10,29.9737,32.5263,60.33,62,42,9.71
436,Vaitape,PF,2023-01-22 17:31:11,-16.5167,-151.75,79.68,72,98,6.67
437,Mount Isa,AU,2023-01-22 17:31:07,-20.7333,139.5,67.77,64,58,0.0
438,Zhigansk,RU,2023-01-22 17:31:12,66.7697,123.3711,-36.42,95,100,6.04
439,Magallanes,PH,2023-01-22 17:31:12,9.02,125.5172,72.46,97,100,2.17
440,Neiafu,TO,2023-01-22 17:31:12,-18.65,-173.9833,77.68,94,40,0.0
441,Marsa Matruh,EG,2023-01-22 17:31:13,31.3525,27.2453,61.23,60,72,7.02
442,Mielec,PL,2023-01-22 17:31:13,50.2871,21.4239,36.79,100,100,3.85
443,Murgab,TM,2023-01-22 17:26:18,37.4966,61.9714,28.27,80,15,4.61
444,Capreol,CA,2023-01-22 17:31:13,46.706,-80.9225,28.54,93,100,5.75
445,Jalu,LY,2023-01-22 17:31:14,29.0331,21.5482,58.69,34,2,8.61
446,Onverwacht,SR,2023-01-22 17:31:14,5.5833,-55.1833,78.85,94,40,4.61
447,Nebbi,UG,2023-01-22 17:31:14,2.4783,31.0889,78.76,31,82,4.09
448,Ishigaki,JP,2023-01-22 17:31:15,24.3448,124.1572,66.33,100,75,10.36
449,Conakry,GN,2023-01-22 17:31:15,9.538,-13.6773,86.07,54,67,13.8
450,Qaqortoq,GL,2023-01-22 17:31:15,60.7167,-46.0333,13.5,63,7,10.09
451,Maryville,US,2023-01-22 17:27:39,35.7565,-83.9705,46.08,90,100,3.0
452,Cervo,ES,2023-01-22 17:31:16,43.6702,-7.4101,46.96,67,100,7.85
453,Gushikawa,JP,2023-01-22 17:32:16,26.3544,127.8686,65.43,95,100,14.97
454,Maba,CN,2023-01-22 17:32:17,24.6841,113.5984,56.5,80,71,3.06
455,Mayor Pablo Lagerenza,PY,2023-01-22 17:32:17,-19.9309,-60.7718,88.93,48,86,10.22
456,Muzhi,RU,2023-01-22 17:32:18,65.3667,64.6667,16.93,82,23,12.93
457,General Pico,AR,2023-01-22 17:32:18,-35.6566,-63.7568,93.58,21,0,8.5
458,Puerto Palomas,MX,2023-01-22 17:32:18,31.7667,-107.6167,45.99,29,0,4.41
459,Lagoa,PT,2023-01-22 17:32:19,39.05,-27.9833,59.41,73,43,20.62
460,Areosa,PT,2023-01-22 17:32:19,41.7178,-8.8571,49.77,59,70,7.94
461,Dhidhdhoo,MV,2023-01-22 17:32:19,6.8833,73.1,79.84,76,92,9.62
462,Lyngseidet,NO,2023-01-22 17:32:20,69.5763,20.2189,44.6,82,87,14.88
463,Pendleton,US,2023-01-22 17:32:20,45.6721,-118.7886,39.61,79,100,14.97
464,Victoria,HK,2023-01-22 17:28:04,22.2855,114.1577,65.25,87,49,5.99
465,Arkhangelsk,RU,2023-01-22 17:32:21,64.5401,40.5433,23.11,100,100,6.71
466,Ginir,ET,2023-01-22 17:32:21,7.1333,40.7,60.91,48,40,0.83
467,Tahta,EG,2023-01-22 17:32:22,26.7693,31.5021,60.76,35,48,8.12
468,Kribi,CM,2023-01-22 17:32:22,2.95,9.9167,80.82,77,95,9.22
469,Saldanha,ZA,2023-01-22 17:32:22,-33.0117,17.9442,71.65,80,11,19.1
470,Tateyama,JP,2023-01-22 17:32:23,34.9833,139.8667,44.1,74,100,12.37
471,Dergachi,RU,2023-01-22 17:32:23,51.2328,48.7659,12.85,89,89,4.79
472,Labrea,BR,2023-01-22 17:32:24,-7.2586,-64.7981,88.45,58,62,2.15
473,Corn Island,NI,2023-01-22 17:28:52,12.1694,-83.0418,80.04,73,2,16.82
474,Yerbogachen,RU,2023-01-22 17:32:24,61.2767,108.0108,-41.48,99,97,6.02
475,Sola,VU,2023-01-22 17:32:24,-13.8833,167.55,81.59,73,100,7.65
476,Great Bend,US,2023-01-22 17:32:25,38.3645,-98.7648,28.53,79,0,5.75
477,Kuytun,RU,2023-01-22 17:32:25,54.3419,101.5036,-46.59,100,43,3.71
478,Kismayo,SO,2023-01-22 17:32:26,-0.3582,42.5454,77.68,86,99,15.05
479,Cholet,FR,2023-01-22 17:32:26,47.1667,-1.0,31.24,78,46,7.27
480,Wilmington,US,2023-01-22 17:31:32,34.2257,-77.9447,49.91,93,100,5.75
481,Flin Flon,CA,2023-01-22 17:30:34,54.7682,-101.865,19.24,93,100,6.91
482,Pueblo Nuevo,MX,2023-01-22 17:32:27,23.3833,-105.3833,63.86,15,0,6.24
483,Antofagasta,CL,2023-01-22 17:30:27,-23.65,-70.4,72.68,68,33,10.16
484,Gazanjyk,TM,2023-01-22 17:32:27,39.2446,55.5154,28.08,61,0,7.85
485,Yelovo,RU,2023-01-22 17:32:27,57.0538,54.9207,2.07,100,97,4.05
486,Bubaque,GW,2023-01-22 17:32:28,11.2833,-15.8333,74.93,65,84,14.74
487,Malysheva,RU,2023-01-22 17:32:28,57.1185,61.4035,17.37,86,100,11.92
488,Goderich,CA,2023-01-22 17:32:28,43.7501,-81.7165,32.92,93,100,4.61
489,Manokwari,ID,2023-01-22 17:32:29,-0.8667,134.0833,77.4,84,100,4.07
490,Iranshahr,IR,2023-01-22 17:32:29,27.2025,60.6848,55.74,22,0,6.91
491,Khonsa,IN,2023-01-22 17:32:29,27.0167,95.5667,49.84,62,7,3.98
492,Cabedelo,BR,2023-01-22 17:32:30,-6.9811,-34.8339,88.47,68,24,9.51
493,Sambava,MG,2023-01-22 17:32:30,-14.2667,50.1667,77.76,83,100,4.45
494,Syamzha,RU,2023-01-22 17:32:31,60.0158,41.0614,11.23,99,94,2.33
495,Ife,NG,2023-01-22 17:32:31,7.4667,4.5667,84.67,35,21,3.76
496,Rypefjord,NO,2023-01-22 17:32:31,70.6333,23.6667,43.27,65,0,13.8
497,Bakurianis Andeziti,GE,2023-01-22 17:32:32,41.7337,43.4724,24.94,68,8,7.18
498,Cairns,AU,2023-01-22 17:32:23,-16.9167,145.7667,76.95,94,40,6.91
499,Pangody,RU,2023-01-22 17:32:32,65.85,74.4859,2.95,97,100,2.57
500,Castellarano,IT,2023-01-22 17:33:32,44.5131,10.7329,41.47,91,100,1.01
501,Mukhen,RU,2023-01-22 17:33:33,48.1,136.1,-25.02,96,8,2.82
502,Sai Buri,TH,2023-01-22 17:33:33,6.7013,101.6168,75.7,88,66,7.25
503,Galesong,ID,2023-01-22 17:33:34,-5.3166,119.3661,77.02,85,100,3.76
504,Meulaboh,ID,2023-01-22 17:33:34,4.1363,96.1285,74.26,92,100,3.6
505,Axim,GH,2023-01-22 17:33:34,4.8699,-2.2405,81.88,75,43,8.75
506,Ambovombe,MG,2023-01-22 17:33:34,-25.1667,46.0833,76.41,81,80,16.33
507,Arona,ES,2023-01-22 17:32:56,28.0996,-16.681,65.12,61,40,23.02
508,Sistranda,NO,2023-01-22 17:33:35,63.7256,8.834,37.36,55,49,8.37
509,Antalaha,MG,2023-01-22 17:33:35,-14.9003,50.2788,76.91,85,100,3.74
510,Turukhansk,RU,2023-01-22 17:33:36,65.8167,87.9833,-7.76,92,100,17.25
511,Giyani,ZA,2023-01-22 17:31:49,-23.3025,30.7187,83.93,33,100,7.02
512,Innisfail,AU,2023-01-22 17:33:36,-17.5333,146.0333,76.24,83,96,3.0
513,Kaeo,NZ,2023-01-22 17:33:36,-35.1,173.7833,62.33,93,23,4.54
514,Botou,CN,2023-01-22 17:33:37,38.0667,116.5667,25.29,93,3,6.24
515,Ivanovka,KG,2023-01-22 17:33:37,42.8878,75.085,17.74,66,2,2.84
516,Conceicao Do Araguaia,BR,2023-01-22 17:33:37,-8.2578,-49.2647,86.25,61,69,1.81
517,Tondano,ID,2023-01-22 17:33:38,1.3038,124.9112,68.09,92,100,1.72
518,Aquiraz,BR,2023-01-22 17:33:38,-3.9014,-38.3911,87.89,70,48,9.4
519,Tanggu,CN,2023-01-22 17:33:38,39.0211,117.6469,24.76,68,83,14.99
520,Concordia,AR,2023-01-22 17:30:02,-31.393,-58.0209,91.47,33,40,5.75
521,Zavodoukovsk,RU,2023-01-22 17:31:24,56.5042,66.5515,19.92,89,100,10.6
522,Paamiut,GL,2023-01-22 17:33:39,61.994,-49.6678,24.46,84,100,16.02
523,Praya,CV,2023-01-22 17:33:39,14.9215,-23.5087,73.94,49,20,25.32
524,Susanville,US,2023-01-22 17:33:39,40.4163,-120.653,30.13,68,0,5.99
525,Plettenberg Bay,ZA,2023-01-22 17:33:40,-34.0527,23.3716,68.88,88,42,5.08
526,Chabahar,IR,2023-01-22 17:33:40,25.2919,60.643,64.98,30,0,1.19
527,Hambantota,LK,2023-01-22 17:33:40,6.1241,81.1185,75.83,85,100,15.95
528,Zalantun,CN,2023-01-22 17:33:41,48.0,122.7167,-23.73,72,0,8.37
529,Gouloure,BF,2023-01-22 17:33:41,12.2306,-1.9289,96.53,12,8,6.89
530,Catuday,PH,2023-01-22 17:33:42,16.2923,119.8062,76.5,75,84,9.22
531,Great Falls,US,2023-01-22 17:33:42,47.5002,-111.3008,35.42,53,100,18.41
532,Linxi,CN,2023-01-22 17:33:42,39.7,118.4333,16.99,41,67,7.9
533,Mwanza,TZ,2023-01-22 17:33:43,-2.5167,32.9,72.77,56,100,3.04
534,Zapolyarnyy,RU,2023-01-22 17:33:43,69.4154,30.8136,27.68,90,100,11.25
535,Konevo,RU,2023-01-22 17:33:43,62.1215,39.3192,-0.98,100,88,2.89
536,Patacamaya,BO,2023-01-22 17:33:44,-17.2333,-67.9167,62.87,29,35,13.27
537,Chicama,PE,2023-01-22 17:33:44,-7.8447,-79.1469,72.14,54,80,9.89
538,Ayr,GB,2023-01-22 17:33:44,55.4627,-4.6339,48.51,93,100,11.5
539,Vostok,RU,2023-01-22 17:33:45,46.4856,135.8833,-27.27,98,44,4.54
540,Ipira,BR,2023-01-22 17:30:24,-12.1583,-39.7372,90.45,39,77,5.17
541,Olafsvik,IS,2023-01-22 17:33:45,64.8945,-23.7142,31.37,55,100,39.3
542,Tamsweg,AT,2023-01-22 17:33:45,47.1281,13.811,15.98,98,95,2.64
543,At-Bashi,KG,2023-01-22 17:33:46,41.1702,75.8106,0.12,53,12,4.52
544,Kavaratti,IN,2023-01-22 17:33:46,10.5669,72.642,80.15,70,85,11.18
545,Paignton,GB,2023-01-22 17:33:46,50.4357,-3.5679,43.72,82,92,4.0
546,Kostino,RU,2023-01-22 17:33:47,58.9097,53.2691,0.07,100,91,2.64
547,Adet,ET,2023-01-22 17:34:47,11.2644,37.4888,64.11,38,43,9.75
548,Wanning,CN,2023-01-22 17:34:47,18.8003,110.3967,71.35,94,91,5.32
549,Charters Towers,AU,2023-01-22 17:34:48,-20.1,146.2667,71.78,89,8,6.11
550,Bandar-E Lengeh,IR,2023-01-22 17:34:48,26.5579,54.8807,62.71,59,0,0.0
551,Mayo,US,2023-01-22 17:34:48,38.8876,-76.5119,42.04,80,100,9.22
552,Namatanai,PG,2023-01-22 17:34:49,-3.6667,152.4333,78.37,83,100,6.35
553,Nanchong,CN,2023-01-22 17:34:49,30.7951,106.0847,47.17,71,100,1.81
554,Batagay-Alyta,RU,2023-01-22 17:34:49,67.8006,130.4114,-23.17,85,99,1.5
555,Anapskaya,RU,2023-01-22 17:34:50,44.89,37.38,39.43,81,0,13.42
556,Ambulu,ID,2023-01-22 17:34:50,-8.345,113.6058,74.89,88,69,3.11
557,Emerald,AU,2023-01-22 17:34:26,-23.5333,148.1667,70.34,89,62,8.32
